orid,area,sub,type,spotlight,n_claims,max_pts,title,authors,arxiv,openreview,alphaxiv,hf
ZawqwXtmOx,Deep Learning,Large Language Models,Poster,False,6,12,DSB: Dynamic Sliding Block Scheduling for Diffusion LLMs,Lizhuo Luo; Shenggui Li; Yonggang Wen; Tianwei Zhang,2602.05992,https://openreview.net/forum?id=ZawqwXtmOx,2602.05992,2602.05992
CYh8wTyRkZ,General Machine Learning,Sequential Network And Time Series Modeling,Poster,False,2,4,Beyond Point Predictions: Manifold Expansion and Dual Alignment for Robust Time Series Distillation,Junyao Hong; Zesheng Lai; Xinyi Xiao; Suyang Zhou; Aodong Shen; Youyong Kong,,https://openreview.net/forum?id=CYh8wTyRkZ,,
gCzECKhOgN,Applications,,Poster,False,2,4,SARL: Structure-Aligned Reinforcement Learning for Bridging the Perception-Action Gap in Airspace,Binhao Gu; jinjun cai; Weihuang Zheng; Jiaxing Li; Youyong Kong; Hui Ding,,https://openreview.net/forum?id=gCzECKhOgN,,
RsLH9NuYKK,Deep Learning,Large Language Models,Poster,False,6,12,RePo: Language Models with Context Re-Positioning,Huayang Li; Tianyu Zhao; Deng Cai; Richard Sproat,2512.14391,https://openreview.net/forum?id=RsLH9NuYKK,2512.14391,2512.14391
B6oQ9Cg5Sh,General Machine Learning,Unsupervised And Semisupervised Learning,Poster,False,5,10,"See, Act, Adapt: Active Perception for Unsupervised Cross-Domain Visual Adaptation via Personalized VLM-Guided Agent",Tianci Tang; Tielong Cai; Hongwei Wang; Gaoang Wang,2602.23806,https://openreview.net/forum?id=B6oQ9Cg5Sh,2602.23806,
S1rq8s4FCA,General Machine Learning,Transfer Multitask And Metalearning,Poster,False,5,10,XTransfer: Modality-Agnostic Few-Shot Model Transfer for Human Sensing at the Edge,Yu Zhang; Xi Zhang; Hualin zhou; Xinyuan Chen; Shang Gao; Hong Jia; Jianfei Yang; Yuankai Qi; Tao Gu,2506.22726,https://openreview.net/forum?id=S1rq8s4FCA,2506.22726,
A8rmJlSET9,Deep Learning,Generative Models And Autoencoders,Poster,False,5,10,Minibatch Optimal Transport and Perplexity Bound Estimation in Discrete Flow Matching,Etrit Haxholli; Yeti Z. Gurbuz; Oğul Can; Eli Waxman,2411.00759,https://openreview.net/forum?id=A8rmJlSET9,2411.00759,
dpniDbdApf,Deep Learning,,Poster,False,5,10,CauchyNet: Compact and Data-Efficient Learning using Holomorphic Activation Functions,Hong-Kun Zhang; Xin Li; Sikun Yang; Zhihong Jeff Xia,2510.10195,https://openreview.net/forum?id=dpniDbdApf,2510.10195,
v9rdrvA4Yx,Deep Learning,Generative Models And Autoencoders,Poster,False,5,10,Joint Enhancement and Classification using Coupled Diffusion Models of Signals and Logits,Gilad Nurko; Roi Benita; Yehoshua Dissen; Tomohiro Nakatani; Marc Delcroix; Shoko Araki; Joseph Keshet,2602.15405,https://openreview.net/forum?id=v9rdrvA4Yx,2602.15405,
0PXelCRQnX,Deep Learning,Sequential Models Time Series,Poster,False,2,4,MPFM: Cross Multi-Domain Prototype Flow Matching for Log Anomaly Detection,Jing Zhang; Chao Luo,,https://openreview.net/forum?id=0PXelCRQnX,,
9Ox26YeM82,Deep Learning,Selfsupervised Learning,Poster,False,6,12,Reliable Thinking with Images,Haobin Li; Yutong Yang; Yijie Lin; Xiang Dai; Mouxing Yang; Xi Peng,2602.12916,https://openreview.net/forum?id=9Ox26YeM82,2602.12916,
2VSY8G3plF,Deep Learning,Large Language Models,Poster,False,3,6,Op-CAD: Benchmarking and Investigating Operation-oriented CAD Generation,Yixue Bai; Yufei Gu; Zeke Xie,,https://openreview.net/forum?id=2VSY8G3plF,,
Y9gsOEdaNE,General Machine Learning,Evaluation,Poster,False,2,4,When Can We Trust Survival Model Evaluation ?,Ghanem BAHRINI; Sebastien Razakarivony; Jean-François Dupuy; Valerie Gares; Morgane Barbet-Massin,,https://openreview.net/forum?id=Y9gsOEdaNE,,
vWQk8Kdlhy,General Machine Learning,,Poster,False,5,10,Zero-Flow Encoders,Yakun Wang; Leyang Wang; Song Liu; Taiji Suzuki,2602.00797,https://openreview.net/forum?id=vWQk8Kdlhy,2602.00797,2602.00797
lttx2Uy3mN,Deep Learning,Large Language Models,Poster,False,6,12,Entropy-informed Decoding: Adaptive Information-Driven Branching,Benjamin Patrick Evans; Sumitra Ganesh; Leo Ardon,2605.09745,https://openreview.net/forum?id=lttx2Uy3mN,2605.09745,
p06oR4sXgz,Applications,Chemistry Physics And Earth Sciences,Poster,False,2,4,MOD-SR: Unifying Multimodal Learning and Direct Optimization with Gradient-Guided Diffusion Model for Symbolic Regression,Chuyang Xiang; Yichen Wei; Junchi Yan,,https://openreview.net/forum?id=p06oR4sXgz,,
cRs6HUUUay,Deep Learning,Large Language Models,Poster,False,5,10,ExpertWeaver: Unlocking the Inherent MoE in Dense LLMs with GLU Activation Patterns,Ziyu Zhao; Tong Zhu; Xin Yu; Zhi Zhang; Tiantian Fan; Jinluan Yang; Kun Kuang; zhongyu wei; Fei Wu; Yu Cheng,2602.15521,https://openreview.net/forum?id=cRs6HUUUay,2602.15521,
vNPkcJj46N,Deep Learning,Algorithms,Poster,False,6,12,ePC: Fast and Deep Predictive Coding in Digital Simulation,Cédric Goemaere; Gaspard Oliviers; Rafal Bogacz; Thomas Demeester,2505.20137,https://openreview.net/forum?id=vNPkcJj46N,2505.20137,
p6Ar2d4Cwr,Applications,Everything Else,Poster,False,6,12,Pianist Transformer: Towards Expressive Piano Performance Rendering via Scalable Self-Supervised Pre-Training,Hong-Jie You; Jie-Jing Shao; Xiao-Wen Yang; Lin-Han Jia; Lan-Zhe Guo; Yu-Feng Li,2512.02652,https://openreview.net/forum?id=p6Ar2d4Cwr,2512.02652,2512.02652
UbzajT84Nd,Theory,Domain Adaptation And Transfer Learning,Poster,False,6,12,Domain-Shift-Aware Conformal Prediction for Large Language Models,Zhexiao Lin; Yuanyuan Li; Neeraj Sarna; Yuanyuan Gao; Michael Berger,2510.05566,https://openreview.net/forum?id=UbzajT84Nd,2510.05566,
wqfQ8qFb4U,Social Aspects,Privacy,Poster,False,6,12,Heterogeneity-Aware Knowledge Sharing for Graph Federated Learning,Wentao Yu; Sheng Wan; Shuo Chen; Bo Han; Chen Gong,2601.21589,https://openreview.net/forum?id=wqfQ8qFb4U,2601.21589,
ziqS4yXFQX,Theory,Domain Adaptation And Transfer Learning,Poster,False,5,10,Estimating Continuous Treatment Effects with Two-Stage Kernel Ridge Regression,Seok-Jin Kim; Kaizheng Wang,2604.13410,https://openreview.net/forum?id=ziqS4yXFQX,2604.13410,
x5xKTcGemE,Applications,Time Series,Poster,False,6,12,Nested Spatio-Temporal Time Series Forecasting,YingHao Ai; Yukai Zhou; Ruoxi Jiang; Junyi An; Chao Qu; Zhijian Zhou; Shiyu Wang; Fenglei Cao; Zenglin Xu; Furao Shen; Yuan Qi,2605.16447,https://openreview.net/forum?id=x5xKTcGemE,2605.16447,
WLjJqhELBZ,Deep Learning,Large Language Models,Poster,False,6,12,Semantic Cache Distillation: Efficient State Transfer via Reuse and Selective Patching,Qianli Ma; Zhiqing Tang; Hanshuai Cui; Zhi Yao; Weijia Jia,2606.07684,https://openreview.net/forum?id=WLjJqhELBZ,2606.07684,
1hBJuMSEKs,Deep Learning,Attention Mechanisms,Poster,False,3,6,Modelling Attention with Aitchison Geometry: Token Distinguishability and Temperature Scaling,Sam Hilton-Jones; Timothy J. Norman; Zhanxing Zhu,,https://openreview.net/forum?id=1hBJuMSEKs,,
bI9moH3UZw,Theory,Learning Theory,Poster,False,5,10,High-Dimensional Learning Dynamics of Quantized Models with Straight-Through Estimator,Yuma Ichikawa; Shuhei Kashiwamura; Ayaka Sakata,2510.10693,https://openreview.net/forum?id=bI9moH3UZw,2510.10693,2510.10693
u7qkL3ryE4,Deep Learning,Theory,Poster,False,5,10,Approximation Bounds for Transformer Networks with Application to Regression,Yuling Jiao; Yanming Lai; Defeng Sun; Yang Wang; Bokai Yan,2504.12175,https://openreview.net/forum?id=u7qkL3ryE4,2504.12175,
NhW0m7BLPG,Deep Learning,Everything Else,Poster,False,3,6,FedFit: Federated Dynamic Sparse Training via Fisher Information scoring,Meng Bi; Hong Huang; Jinlong Song; Charles Wang; Chengming Hu; Xi Chen; Ting Yu; Xue Liu,,https://openreview.net/forum?id=NhW0m7BLPG,,
ci0YXenfYe,Deep Learning,Large Language Models,Poster,False,3,6,Entropy-aware Span-Constrained Optimal Transport for Robust Cross-Tokenizer Knowledge Distillation,Zhi-Ping Liu; Simiao Li; Wei Li; Hanting Chen; Jie Hu; Hua-Lei Yin; Xinghao Chen,,https://openreview.net/forum?id=ci0YXenfYe,,
uz0gAAYydl,General Machine Learning,Representation Learning,Poster,False,5,10,Revisiting the Platonic Representation Hypothesis: An Aristotelian View,Fabian Gröger; Shuo Wen; Maria Brbic,2602.14486,https://openreview.net/forum?id=uz0gAAYydl,2602.14486,2602.14486
WKelJRz5kG,Deep Learning,Large Language Models,Poster,False,5,10,WorldTravel: A Realistic Multimodal Travel-Planning Benchmark with Tightly Coupled Constraints,Zexuan Wang; Chenghao Yang; Yingqi Que; Zhoufutu Wen; Zaiyuan Wang; Jiashuo Liu; Zhixin Yao; Zhenzhu Yang; Huaqing Yuan; Yiwen Wang; Zhengxuan Jiang; Shengjie Fang; Zhenhe Wu; Zhaohui Wang; JinCheng Ren; Yuzhen Li; Yang Yang; Jiaheng Liu; Jian Yang; Ge Zhang; Wenhao Huang,2602.08367,https://openreview.net/forum?id=WKelJRz5kG,2602.08367,
2rukwU6tI3,Social Aspects,Alignment,Poster,False,5,10,Evolving Interpretable Constitutions for Multi-Agent Coordination,Ujwal Kumar; Alice Saito; Hershraj Niranjani; Rayan Yessou; Phan Xuan Tan,2602.00755,https://openreview.net/forum?id=2rukwU6tI3,2602.00755,2602.00755
FJKIQydJaT,Deep Learning,Generative Models And Autoencoders,Poster,False,3,6,StructMAR: Structure-Aware Masked Autoregression for Explicit Layout Alignment in Text-to-Image Generation,Gang Cao; Junying Zhang,,https://openreview.net/forum?id=FJKIQydJaT,,
TyVJlSHke2,Deep Learning,Other Representation Learning,Poster,False,5,10,ModernVBERT: Towards Smaller Visual Document Retrievers,Paul Teiletche; Quentin Macé; Max Conti; António Loison; Gautier Viaud; Pierre Colombo; Manuel Faysse,2510.01149,https://openreview.net/forum?id=TyVJlSHke2,2510.01149,2510.01149
OnmYXKZ6oa,Applications,Chemistry Physics And Earth Sciences,Poster,False,5,10,Do Neural Operators Forget Geometry? The Forgetting Hypothesis in Deep Operator Learning,Yanming Xia; Angelica I Aviles-Rivero,2605.05862,https://openreview.net/forum?id=OnmYXKZ6oa,2605.05862,
kj9wufh0EI,Deep Learning,Large Language Models,Poster,False,5,10,Effective Distillation to Hybrid xLSTM Architectures,Lukas Hauzenberger; Niklas Schmidinger; Thomas Schmied; Anamaria-Roberta Hartl; David Stap; Pieter-Jan Hoedt; Sebastian Böck; Günter Klambauer; Sepp Hochreiter,2603.15590,https://openreview.net/forum?id=kj9wufh0EI,2603.15590,2603.15590
GxTkgMBiz8,Social Aspects,Accountability Transparency And Interpretability,Poster,True,5,10,Emergent Analogical Reasoning in Transformers,Gouki Minegishi; Jingyuan Feng; Hiroki Furuta; Takeshi Kojima; Yusuke Iwasawa; Yutaka Matsuo,2602.01992,https://openreview.net/forum?id=GxTkgMBiz8,2602.01992,
t1tt3rzN7s,Deep Learning,Large Language Models,Poster,False,5,10,Attention Projection Mixing with Exogenous Anchors,Jonathan Su,2601.08131,https://openreview.net/forum?id=t1tt3rzN7s,2601.08131,
