orid,area,sub,type,spotlight,n_claims,max_pts,title,authors,arxiv,openreview,alphaxiv,hf
jzUCodmd4C,Applications,Language Speech And Dialog,Poster,False,6,12,The Silent Thought: Modeling Internal Cognition in Full-Duplex Spoken Dialogue Models via Latent Reasoning,Donghang Wu; Tianyu Zhang; Yuxin Li; Hexin Liu; Chen Chen; Eng Siong Chng; Yoshua Bengio,2603.17837,https://openreview.net/forum?id=jzUCodmd4C,2603.17837,2603.17837
W34UyCRQel,Applications,Language Speech And Dialog,Poster,True,2,4,TG-RAG: A Retrieval-Augmented Framework for Reasoning Guidance in Specialized Domains,Liang Su; Mingyang Zhang; Yun Xiong; Tengfei LIU; Siwei Zhang; Xi Chen; Li Sun,,https://openreview.net/forum?id=W34UyCRQel,,
b0agSl1SMw,Deep Learning,Theory,Poster,False,2,4,Revisiting the Volume Hypothesis,Ari Pakman; Lior Kreimer; Yakir Berchenko,,https://openreview.net/forum?id=b0agSl1SMw,,
zB4xF9tfdm,Applications,Chemistry Physics And Earth Sciences,Poster,False,6,12,Learning to Refine: Spectral-Decoupled Iterative Refinement Framework for Precipitation Nowcasting,Yunlong Zhou; Chen Zhao; Danyang Peng; Fanfan Ji; Xiaotong Yuan,2606.02661,https://openreview.net/forum?id=zB4xF9tfdm,2606.02661,
OehZzGGY7Z,Deep Learning,Theory,Poster,False,6,12,The Expressive Power of Low Precision Softmax Transformers with (Summarized) Chain-of-Thought,Moritz Brösamle; Stephan Eckstein,2605.18079,https://openreview.net/forum?id=OehZzGGY7Z,2605.18079,
WLRuaimgMw,Deep Learning,Other Representation Learning,Poster,False,6,12,Controlled Dynamics Attractor Transformer,Cheng Zhang; Minnan Luo; Zesheng Yang; MING LI; Yong-Jin Liu; Qinghua Zheng,2606.15207,https://openreview.net/forum?id=WLRuaimgMw,2606.15207,2606.15207
47xV4icN1B,Deep Learning,Large Language Models,Poster,False,6,12,Towards Understanding Continual Factual Knowledge Acquisition of Language Models: From Theory to Algorithm,Haoyu Wang; yifan shang; Zhongxiang Sun; Weijie Yu; Xiao Zhang; Jun Xu,2605.10640,https://openreview.net/forum?id=47xV4icN1B,2605.10640,
YobXoHXLS7,Deep Learning,Large Language Models,Poster,False,2,4,$f$-Divergence Self-Play for Tabular Anomaly Detection via Large Language Models,Hoang Tran Vuong; Linh Ngo Van; Dang Nguyen; Thin Nguyen; Phuoc Nguyen; Mehrtash Harandi; Trung Le,,https://openreview.net/forum?id=YobXoHXLS7,,
r6wfuAKmVb,General Machine Learning,Evaluation,Poster,False,6,12,Leaderboard Incentives: Model Rankings under Strategic Post-Training,Yatong Chen; Guanhua Zhang; Moritz Hardt,2603.08371,https://openreview.net/forum?id=r6wfuAKmVb,2603.08371,
oddGER4AzK,Reinforcement Learning,Batchoffline,Poster,False,6,12,Latent Representation Alignment for Offline Goal-Conditioned Reinforcement Learning,Hyungkyu Kang; Byeongchan Kim; Min-hwan Oh,2605.25740,https://openreview.net/forum?id=oddGER4AzK,2605.25740,
lXFl4K74gX,Social Aspects,Fairness,Poster,False,2,4,FairSSL: Fair Multimodal Self-Supervised Learning,Jiaee Cheong; Abtin Mogharabin; Paul Pu Liang; Hatice Gunes; Sinan Kalkan,,https://openreview.net/forum?id=lXFl4K74gX,,
M8eyUQldfx,Deep Learning,Large Language Models,Poster,False,2,4,OnePO: Direct One-stage Policy Optimization for SFT-free Domain Adaptation,Junying Chen; Xinyuan Xie; Ziniu Li; Benyou Wang,,https://openreview.net/forum?id=M8eyUQldfx,,
JchIXIrN4i,Theory,Online Learning And Bandits,Poster,False,5,10,Non-Stationary Online Structured Prediction with Surrogate Losses,Shinsaku Sakaue; Han Bao; Yuzhou Cao,2510.07086,https://openreview.net/forum?id=JchIXIrN4i,2510.07086,
8G0XzmQRG9,Deep Learning,Large Language Models,Poster,False,6,12,Temporal Self-Rewarding Language Models: Decoupling Chosen-Rejected via Past-Future,Yidong Wang; Xin Wang; Cunxiang Wang; Junfeng Fang; Qiufeng Wang; Jianing Chu; Xuran Meng; Shu-Xun Yang; Andrew Zhuoer Feng; Libo Qin; Wei Ye; Shikun Zhang,2508.06026,https://openreview.net/forum?id=8G0XzmQRG9,2508.06026,2508.06026
dEszwexTMi,Theory,Online Learning And Bandits,Poster,False,5,10,A Two-Layer Framework for Joint Online Configuration Selection and Admission Control,Owen Shen; Haoran Xu; Yinyu Ye; Peter Glynn; Patrick Jaillet,2602.07663,https://openreview.net/forum?id=dEszwexTMi,2602.07663,
G3hX5Fkrg7,Deep Learning,Large Language Models,Poster,False,3,6,Can Agents Generalize to the Open World? Unveiling the Fragility of Static Training in Tool Use,Weiming Wu; Song-Lin Lv; Rui Zhu; Zi-Jian Cheng; Lan-Zhe Guo,,https://openreview.net/forum?id=G3hX5Fkrg7,,
vHexbHQZEm,Reinforcement Learning,Multiagent,Poster,False,5,10,PADD: Path-Aligned Decompression Distillation for Non-Router Teacher to Guide MoE Student Learning,Xinyue Peng; Yi Qian; Jiaojiao Lin; Wenjian Shao; Yanming Liu,2606.10369,https://openreview.net/forum?id=vHexbHQZEm,2606.10369,
9kWVQtpvJi,Applications,Health Medicine,Poster,False,5,10,Learning Treatment Allocations with Risk Control Under Partial Identifiability,Sofia Ek; Dave Zachariah,2505.08378,https://openreview.net/forum?id=9kWVQtpvJi,2505.08378,
118JD1BQxO,Deep Learning,,Poster,False,6,12,SpecPL: Disentangling Spectral Granularity for Prompt Learning,Jingtao Zhou; Xirui Kang; feiyang huang; Lai Man Po,2605.04504,https://openreview.net/forum?id=118JD1BQxO,2605.04504,2605.04504
Av10FtirO4,Applications,Computer Vision,Poster,False,2,4,UrbanMLLM: Joint Learning of Cross-view Imagery for Urban Understanding,Xin Zhang; Tianjian Ouyang; Yu Shang; Qingmin Liao; Yong Li,,https://openreview.net/forum?id=Av10FtirO4,,
n50Ipdt5d5,Theory,Online Learning And Bandits,Poster,True,6,12,Revenue Guarantees of No-Swap-Regret Dynamics in First Price Auctions,Anders Bo Ipsen; Stratis Skoulakis,2606.06085,https://openreview.net/forum?id=n50Ipdt5d5,2606.06085,
IoY0A6opfl,Applications,Time Series,Poster,False,5,10,MemCast: Memory-Driven Time Series Forecasting with Experience-Conditioned Reasoning,Xiaoyu Tao; Mingyue Cheng; Ze Guo; Shuo Yu; Yaguo Liu; Qi Liu; Shijin Wang,2602.03164,https://openreview.net/forum?id=IoY0A6opfl,2602.03164,2602.03164
Hh1hf4kauu,Applications,Language Speech And Dialog,Poster,False,6,12,Minimizing Mismatch Risk: A Prototype-Based Routing Framework for Zero-shot LLM-generated Text Detection,Ke Sun; Guangsheng Bao; Han Cui; Yue Zhang,2602.01240,https://openreview.net/forum?id=Hh1hf4kauu,2602.01240,
410yEtDdA7,Applications,Everything Else,Poster,False,2,4,NetDiff: Graph Diffusion with Improved Global Capabilities to Generate and Update Mobile Network Topologies,Félix Marcoccia; Victor Fagoo; Gilles Monzat de Saint Julien; Cédric Adjih; Thomas Watteyne; Paul Mühlethaler,,https://openreview.net/forum?id=410yEtDdA7,,
ECdZxuI9Hf,Deep Learning,Theory,Poster,False,6,12,Spectral Reach: Understanding Neural Scaling as Progress into the Spectral Tail,Konstantin Nikolaou; Jonas Scheunemann; Sven Krippendorf; Samuel Tovey; Christian Holm,2605.31244,https://openreview.net/forum?id=ECdZxuI9Hf,2605.31244,
l17gjYai4X,Applications,Computer Vision,Poster,False,3,6,Hyperbolic Hierarchical Alignment for Video-Based Visible-Infrared Person Re-Identification,Shuang Li; Changjiang Kuang; Jiaxu Leng; Mingpi Tan; Zhanjie Wu; Shuanglin Yan; Xinbo Gao,,https://openreview.net/forum?id=l17gjYai4X,,
BzG0xtGjjr,General Machine Learning,Causality,Poster,False,6,12,Interventional Processes For Causal Uncertainty Quantification,Hugh Dance; Peter Orbanz; Arthur Gretton,2410.14483,https://openreview.net/forum?id=BzG0xtGjjr,2410.14483,
ADUGteohC7,Applications,Neuroscience Cognitive Science,Poster,False,5,10,On the Infinite Width and Depth Limits of Predictive Coding Networks,Francesco Innocenti; El Mehdi Achour; Rafal Bogacz,2602.07697,https://openreview.net/forum?id=ADUGteohC7,2602.07697,
UPiyC9W4ms,Deep Learning,Generative Models And Autoencoders,Poster,True,5,10,Manifold-Aware Perturbations for Constrained Generative Modeling,Katherine Keegan; Lars Ruthotto,2601.23151,https://openreview.net/forum?id=UPiyC9W4ms,2601.23151,
SObheoDzU8,Social Aspects,Alignment,Poster,False,5,10,MESA: Improving MoE Safety Alignment via Decentralized Expertise,Yitong Sun; Yao Huang; Teng Li; Ranjie Duan; Yichi Zhang; Xingjun Ma; Hui Xue; Xingxing Wei,2606.00651,https://openreview.net/forum?id=SObheoDzU8,2606.00651,
F9wgCdVPaV,Social Aspects,Safety,Poster,False,4,8,Quantifying the Salience of Geo-Cultural Values for Pluralistic Safety Alignment,Arkadiy Saakyan; Charvi Rastogi; Lora Aroyo,2606.00369,https://openreview.net/forum?id=F9wgCdVPaV,2606.00369,
NooBkSo7oz,Deep Learning,Large Language Models,Poster,False,5,10,Hunt Instead of Wait: Evaluating Deep Data Research on Large Language Models,Wei Liu; Peijie Yu; Michele Orini; Yali Du; Yulan He,2602.02039,https://openreview.net/forum?id=NooBkSo7oz,2602.02039,2602.02039
6TuaAw1DkF,Deep Learning,Large Language Models,Poster,False,6,12,Controllable and Explainable Personality Sliders for LLMs at Inference Time,Florian Hoppe; David Khachaturov; Robert D. Mullins; Mark Huasong Meng,2603.03326,https://openreview.net/forum?id=6TuaAw1DkF,2603.03326,
gqa99Ev4C4,General Machine Learning,Causality,Poster,True,5,10,"Many Experiments, Few Repetitions, Unpaired Data, and Sparse Effects: Is Causal Inference Possible?",Felix Schur; Niklas Pfister; Peng Ding; Sach Mukherjee; Jonas Peters,2601.15254,https://openreview.net/forum?id=gqa99Ev4C4,2601.15254,
2wDrJ5lZaF,Theory,Probabilistic Methods,Poster,False,5,10,Sampling and Identity-Testing Without Approximate Tensorization of Entropy,William Gay; William He; Nicholas Kocurek; Ryan O'Donnell,2506.23456,https://openreview.net/forum?id=2wDrJ5lZaF,2506.23456,
eschjhO6uw,Deep Learning,Large Language Models,Poster,False,2,4,Graph-Link: Bridging the Semantic-Structural Gap in Text-to-SQL via Constrained Subgraph Induction,Jianwei Zhong; Yuxi Yang; Quanxin Liu; Ruida Xu; Ming Chi; Yijun Mo,,https://openreview.net/forum?id=eschjhO6uw,,
hK7mJYY2aj,Theory,Probabilistic Methods,Poster,False,5,10,Supervised Guidance Training for Infinite-Dimensional Diffusion Models,Elizabeth Louise Baker; Alexander Denker; Jes Frellsen,2601.20756,https://openreview.net/forum?id=hK7mJYY2aj,2601.20756,
Zyjrz6R7zn,Deep Learning,Large Language Models,Poster,False,4,8,"Scaling, Benchmarking, and Reasoning of Vision-Language Agents for Mobile GUI Navigation",Heng Qu; Liu Yike; Renren Jin; Wenzong Zhang; Pengzhi Gao; Wei Liu; Jian Luan,2605.27134,https://openreview.net/forum?id=Zyjrz6R7zn,2605.27134,
mkHp4ZW01l,Deep Learning,Large Language Models,Poster,False,6,12,OptProver: Bridging Olympiad and Optimization through Continual Training in Formal Theorem Proving,Chenyi Li; Yanchen Nie; Zhenyu Ming; Gong Zhang; Kun Yuan; Zaiwen Wen,2604.23712,https://openreview.net/forum?id=mkHp4ZW01l,2604.23712,2604.23712
Z3xgDd5B2L,Deep Learning,Graph Neural Networks,Poster,False,2,4,SimGFM: Simplifying Discrete Flow Matching for Graph Generation,Chunyu Luo; Yuankai Luo; Xiao-Ming Wu; Lei Shi,,https://openreview.net/forum?id=Z3xgDd5B2L,,
hZJAUJ5l9t,Social Aspects,Privacy,Poster,False,6,12,Privately Fine-Tuned LLMs Preserve Temporal Dynamics in Tabular Data,Lucas Rosenblatt; Peihan Liu; Ryan McKenna; Natalia Ponomareva,2602.02766,https://openreview.net/forum?id=hZJAUJ5l9t,2602.02766,
65uC8Ac9hm,Deep Learning,Sequential Models Time Series,Poster,False,5,10,Invariant Representation Learning for Source-Free Time Series Forecasting with LLM-Centric Proxy Denoising,Kangjia Yan; Chenxi Liu; Hao Miao; Xinle Wu; Yan Zhao; Chenjuan Guo; Bin Yang,2510.05589,https://openreview.net/forum?id=65uC8Ac9hm,2510.05589,
hXO2OP0T4w,Theory,Game Theory,Poster,False,6,12,Anytime Detection of Strategic Deviations in Multi-Agent Systems,Etienne Gauthier; Francis Bach; Michael I. Jordan,2601.05427,https://openreview.net/forum?id=hXO2OP0T4w,2601.05427,
zU2ZZB5wmF,Optimization,Discrete And Combinatorial Optimization,Poster,False,3,6,Generative Large Neighborhood Search: Scalable Set Cover Optimization via Discrete Diffusion,Achref Jaziri; Thibaut Cuvelier; Bruno Adrien De Backer,,https://openreview.net/forum?id=zU2ZZB5wmF,,
g6wvLLdH1l,Deep Learning,Everything Else,Poster,False,6,12,Seeing to Generalize: How Visual Data Corrects Binding Shortcuts,Nicolás Buzeta; Felipe del Rio; Cristian Hinostroza; Denis Parra; Hans Lobel; Rodrigo Toro Icarte,2602.15183,https://openreview.net/forum?id=g6wvLLdH1l,2602.15183,
IjrmQgIvHU,General Machine Learning,Causality,Poster,False,6,12,Identifiable Markov Switching Models with Instantaneous Effects and Exponential Families,Roel Hulsman; Carles Balsells-Rodas; Sara Magliacane,2606.02231,https://openreview.net/forum?id=IjrmQgIvHU,2606.02231,
2Nw6JjbwfG,General Machine Learning,Causality,Poster,False,3,6,Causal discovery for time series with endogenous context variables,Oana-Iuliana Popescu; Wiebke Günther; Martin Rabel; Jakob Runge,,https://openreview.net/forum?id=2Nw6JjbwfG,,
bNL5b87dVr,Applications,,Poster,False,3,6,CRAMER: Control via Request-Aware Masking for Editing Recommenders,Zhiyuan Su; Naihe Feng; Luther Qin; Ga Wu,,https://openreview.net/forum?id=bNL5b87dVr,,
Mo6iakSLwn,Deep Learning,Large Language Models,Poster,False,5,10,Detecting Contextual Hallucinations in Large Language Models with Frequency-Aware Attention,Siya Qi; Yudong Chen; Runcong Zhao; Qinglin Zhu; Zhanghao Hu; Wei Liu; Yulan He; Zheng Yuan; Lin Gui,2602.18145,https://openreview.net/forum?id=Mo6iakSLwn,2602.18145,
8d2LLxwU1r,Applications,Time Series,Poster,False,3,6,Bootstrapped Exploration with Causal Reasoning: A Training Paradigm for Adaptive Forecasting Agent,Qingwen Zeng; Dajun Guo; Zhaoge Bi; lining chen; Jushang Qiu; Yitian Yang; Carl Yang; Huaming Chen; Ling Chen,,https://openreview.net/forum?id=8d2LLxwU1r,,
uG4IOdaAGk,Social Aspects,Accountability Transparency And Interpretability,Poster,False,5,10,Priority-Aware Shapley Value,Kiljae Lee; Ziqi Liu; Weijing Tang; Yuan Zhang,2602.09326,https://openreview.net/forum?id=uG4IOdaAGk,2602.09326,
25AaIQjAg9,Deep Learning,Large Language Models,Poster,False,5,10,TRIM: Token-wise Attention-Derived Saliency for Data-Efficient Instruction Tuning,Manish Nagaraj; Sakshi Choudhary; Utkarsh Saxena; Deepak Ravikumar; Kaushik Roy,2510.07118,https://openreview.net/forum?id=25AaIQjAg9,2510.07118,2510.07118
QGAOswfVvD,Deep Learning,Large Language Models,Poster,False,5,10,A Minimal Agent for Automated Theorem Proving,Borja Requena; Austin Letson; Krystian Nowakowski; Izan Beltran Ferreiro; Leopoldo Sarra,2602.24273,https://openreview.net/forum?id=QGAOswfVvD,2602.24273,
76CIL1O0bz,General Machine Learning,,Poster,False,6,12,Evaluating Parameter Efficient Methods for RLVR,Qingyu Yin; Yulun Wu; Zhennan Shen; Sunbowen Lee; Zhilin Wang; Yanshu Li; Chak Tou Leong; Jiale Kang; Jinjin Gu,2512.23165,https://openreview.net/forum?id=76CIL1O0bz,2512.23165,2512.23165
aGaBFE9pta,Social Aspects,,Poster,True,5,10,"Is Your LLM Overcharging You? Tokenization, Transparency, and Incentives",Ander Artola Velasco; Stratis Tsirtsis; Nastaran Okati; Manuel Gomez Rodriguez,2505.21627,https://openreview.net/forum?id=aGaBFE9pta,2505.21627,
UBUILLxtsH,Social Aspects,Privacy,Poster,False,3,6,Eliminating Solution Bias in Differentially Private Optimization,DONGRUN LI; YUN ZENG; Zibo Wei; Jiacheng Wei; Qinnan Zhang; Faguo Wu; Xiao Zhang; Zhiming Zheng,,https://openreview.net/forum?id=UBUILLxtsH,,
Ol99zoW31J,Reinforcement Learning,,Poster,False,5,10,Non-Uniform Noise-to-Signal Ratio in the REINFORCE Policy-Gradient Estimator,Haoyu Han; Heng Yang,2602.01460,https://openreview.net/forum?id=Ol99zoW31J,2602.01460,
igB9562BZJ,Deep Learning,Attention Mechanisms,Poster,False,5,10,Neural Attention Search Linear: Towards Adaptive Token-Level Hybrid Attention Models,Difan Deng; Andreas Bentzen Winje; Lukas Fehring; Marius Lindauer,2602.03681,https://openreview.net/forum?id=igB9562BZJ,2602.03681,2602.03681
pGkM5BjfD1,Deep Learning,Other Representation Learning,Poster,False,3,6,Mitigating the Modality Gap in Vision–Language Models with Fractal Spectral Geometry,Zihan Zhou; Yang Zhou; Ruoming Jin; Pan He; Patrick Emami,,https://openreview.net/forum?id=pGkM5BjfD1,,
xf1OYJfvqj,Optimization,Nonconvex,Poster,True,4,8,Joint Learning in the Gaussian Single Index Model,Loucas Pillaud-Vivien; Adrien Schertzer,2505.21336,https://openreview.net/forum?id=xf1OYJfvqj,2505.21336,
Rl2uQlCoQX,Applications,Language Speech And Dialog,Poster,False,5,10,SPEED-Bench: A Unified and Diverse Benchmark for Speculative Decoding,Talor Abramovich; Maor Ashkenazi; Izzy Putterman; Benjamin Chislett; Tiyasa Mitra; Bita Darvish Rouhani; Ran Zilberstein; Yonatan Geifman,2604.09557,https://openreview.net/forum?id=Rl2uQlCoQX,2604.09557,2604.09557
nAQ4h8FpdM,Deep Learning,Large Language Models,Poster,False,5,10,Swift-SVD: Theoretical Optimality Meets Practical Efficiency in Low-Rank LLM Compression,Ruoling Qi; Yirui Liu; Xuaner Wu; Xiangyu Wang; Ming Li; Chen Chen; Jian Chen; Yin Chen; Qizhen Weng,2604.01609,https://openreview.net/forum?id=nAQ4h8FpdM,2604.01609,2604.01609
5i3hT9eZCT,Social Aspects,Safety,Poster,False,2,4,TSFAdv: Frequency-Guided Black-Box Adversarial Attacks on Time Series Forecasting,Qizhuo Han; Xiangrui Cai; Sihan Xu; Ying Zhang; Zheli Liu,,https://openreview.net/forum?id=5i3hT9eZCT,,
qXlovWytwg,Theory,Learning Theory,Poster,False,6,12,The Interplay Between Interpolation and Aggregation in Regression: Optimal Sample Complexity,Mikael Møller Høgsgaard; Kasper Green Larsen; Liang-Yu Zou,2605.29819,https://openreview.net/forum?id=qXlovWytwg,2605.29819,
hllyaNwbOz,General Machine Learning,Representation Learning,Poster,False,2,4,T-GINEE: A Tensor-Based Multi-Graph Representation Learning,Maolin Wang; ZiTing Mai; Xuhui Chen; Zhiqi Li; Tianshuo Wei; Yutian Xiao; Wenlin Zhang; Wanyu Wang; Ruocheng Guo; Haoxuan Li; Zenglin Xu; Xiangyu Zhao,,https://openreview.net/forum?id=hllyaNwbOz,,
lywUbYpYfG,Applications,Health Medicine,Poster,True,3,6,DeCoDe: Decoupling Binding Position and Molecular Conformation in 3D Ligand Diffusion for Structure-Based Drug Design,Julong Yang; Wen Huang; Junhui Chen; Jian Peng,,https://openreview.net/forum?id=lywUbYpYfG,,
WNqIX3IFZU,Deep Learning,Large Language Models,Poster,True,2,4,CausalGame: Benchmarking Causal Thinking of LLM Agents in Games,Zhenhao Chen; Yongqiang Chen; Chenxi Liu; Junchi Yu; Xiangchen Song; Zijian Li; Jialin Li; Philip Torr; Bo Han; Kun Zhang,,https://openreview.net/forum?id=WNqIX3IFZU,,
CVDEc0doW8,Social Aspects,Privacy,Poster,False,6,12,Accuracy-First Rényi Differential Privacy and Post-Processing Immunity,Ossi Räisä; Antti Koskela; Antti Honkela,2509.22213,https://openreview.net/forum?id=CVDEc0doW8,2509.22213,
9mo5O8m7vv,Deep Learning,Large Language Models,Poster,False,4,8,OSAQ: Outlier Self-Absorption for Accurate Low-bit LLM Quantization,Zhikai Li; Zhen Dong; Xuewen Liu; Jing Zhang; Qingyi Gu,2605.04738,https://openreview.net/forum?id=9mo5O8m7vv,2605.04738,
Uf3SMkP2Wd,Deep Learning,Graph Neural Networks,Poster,False,6,12,Smoothness Errors in Dynamics Models and How to Avoid Them,Edward Berman; Luisa Li; Jung Yeon Park; Robin Walters,2602.05352,https://openreview.net/forum?id=Uf3SMkP2Wd,2602.05352,
g0wATpD4Ic,Deep Learning,Theory,Poster,False,2,4,Narrowing the ANN–SNN Gap for Continuous 1D Temporal Signal Classification with Multi-Scale Temporal Encoding and Sparsity-Regularized Transform Encoding,Qi Sun; Yulei Huang; Zhen Cao; Biao Hou,,https://openreview.net/forum?id=g0wATpD4Ic,,
zvbuhAxwKy,Optimization,,Poster,False,2,4,OptMaster: A DAG-Based Framework for Formulation and Heuristic Discovery in Optimization,Hang Lin; Yuanpeng Gao; Yuzhi Zhang; Kun Yuan; Gang Yan; Siheng Chen; Linfeng Zhang; Weinan E,,https://openreview.net/forum?id=zvbuhAxwKy,,
foyE0eF8HW,General Machine Learning,Transfer Multitask And Metalearning,Poster,False,6,12,Transporting Task Vectors across Different Architectures without Training,Filippo Rinaldi; Aniello Panariello; Giacomo Salici; Angelo Porrello; Simone Calderara,2602.12952,https://openreview.net/forum?id=foyE0eF8HW,2602.12952,
LF4YsCYfrf,Deep Learning,Theory,Poster,True,5,10,Focus and Dilution: The Multi-stage Learning Process of Attention,Zheng-An Chen; Pengxiao Lin; Zhi-Qin John Xu; Tao Luo,2605.01199,https://openreview.net/forum?id=LF4YsCYfrf,2605.01199,
yylfMBpQ92,Applications,Chemistry Physics And Earth Sciences,Poster,False,6,12,Di-BiLPS: Denoising induced Bidirectional Latent-PDE-Solver under Sparse Observations,Zhonghao Li; Chaoyu Liu; Zhang Qian,2605.13790,https://openreview.net/forum?id=yylfMBpQ92,2605.13790,
4XHiXa48fA,Applications,Robotics,Poster,False,6,12,ReLAM: Learning Anticipation Model for Rewarding Visual Robotic Manipulation,Nan Tang; Jing-Cheng Pang; Guanlin Li; Chao Qian; Yang Yu,2509.22402,https://openreview.net/forum?id=4XHiXa48fA,2509.22402,
4bAPXdeTbb,Deep Learning,Selfsupervised Learning,Poster,False,2,4,SAOT: Self-Supervised Continual Graph Learning with Structure-Aware Optimal Transport,Yuting Zhang; Yanbei Liu; Zhitao Xiao; Lei Geng; Yanwei Pang; Xiao Wang,,https://openreview.net/forum?id=4bAPXdeTbb,,
20nWnRkLP4,Deep Learning,Foundation Models,Poster,False,6,12,Model-Dowser: Data-Free Importance Probing to Mitigate Catastrophic Forgetting in Multimodal Large Language Models,Hyeontaek Hwang; Nguyen Dinh Son; Daeyoung Kim,2602.04509,https://openreview.net/forum?id=20nWnRkLP4,2602.04509,
T5Oi5wodZT,General Machine Learning,Causality,Poster,False,5,10,Gateways to Tractability for Satisfiability in Pearl’s Causal Hierarchy,Robert Ganian; Marlene Gründel; Simon Wietheger,2511.08091,https://openreview.net/forum?id=T5Oi5wodZT,2511.08091,
gPQQyHFbEA,Theory,Deep Learning,Poster,False,5,10,Rational Neural Networks have Expressivity Advantages,Maosen Tang; Alex Townsend,2602.12390,https://openreview.net/forum?id=gPQQyHFbEA,2602.12390,
gcYvvxTLRA,Theory,Reinforcement Learning And Planning,Poster,False,4,8,Reusing Trajectories in Policy Gradients Enables Fast Convergence,Alessandro Montenegro; Federico Mansutti; Marco Mussi; Matteo Papini; Alberto Maria Metelli,2506.06178,https://openreview.net/forum?id=gcYvvxTLRA,2506.06178,
RF1YUA8plS,Optimization,,Poster,False,5,10,Enhancing LLM Training via Spectral Clipping,Xiaowen Jiang; Andrei Semenov; Sebastian U Stich,2603.14315,https://openreview.net/forum?id=RF1YUA8plS,2603.14315,2603.14315
AehiGqd7go,Deep Learning,Graph Neural Networks,Poster,True,6,12,"Beyond ReLU: Bifurcation, Oversmoothing, and Topological Priors",Erkan Turan; Gaspard Abel; Maysam Behmanesh; Emery Pierson; Maks Ovsjanikov,2602.15634,https://openreview.net/forum?id=AehiGqd7go,2602.15634,
bHYAWawd4A,Applications,,Poster,False,2,4,Faults in Our Formal Benchmarking: Dataset Defects and Evaluation Failures in Lean Theorem Proving,Pawan Sasanka Ammanamanchi; Siddharth Bhat; Stella Biderman,,https://openreview.net/forum?id=bHYAWawd4A,,
73YmKB7KpW,Probabilistic Methods,Structure Learning,Poster,True,3,6,On the Identifiability of Poisson Branching Structural Causal Model Under Latent Confounding,Jie Qiao; Zihuai Zeng; Ruichu Cai; Zhengming Chen; Zhifeng Hao,,https://openreview.net/forum?id=73YmKB7KpW,,
Lzwp2KXedc,Theory,Learning Theory,Poster,False,6,12,All ERMs Can Fail in Stochastic Convex Optimization Lower Bounds in Linear Dimension,Tal Burla; Roi Livni,2602.08350,https://openreview.net/forum?id=Lzwp2KXedc,2602.08350,
WR05xy9mFT,Applications,Computer Vision,Poster,False,2,4,MapUQ: Map with Uncertainty Quantification for Robust  BEV Vectorized Construction,Shaoyuan Mo; Qi Ma; leng rui; Bohan Li; Ke Wang,,https://openreview.net/forum?id=WR05xy9mFT,,
PG8c74Dn4g,Reinforcement Learning,Deep Rl,Poster,False,2,4,ICR-RL: Deep Reinforcement Learning via In-Context-Regression,David Schiff; Ofir Lindenbaum; Yonathan Efroni,,https://openreview.net/forum?id=PG8c74Dn4g,,
XztRm216YS,Reinforcement Learning,,Poster,True,6,12,TimeRewarder: Learning Dense Reward from Passive Videos via Frame-wise Temporal Distance,Yuyang Liu; Chuan Wen; Yihang Hu; Dinesh Jayaraman; Yang Gao,2509.26627,https://openreview.net/forum?id=XztRm216YS,2509.26627,2509.26627
NKWWXlS3xt,Social Aspects,Safety,Poster,False,5,10,From Parameter Dynamics to Risk Scoring: Quantifying Sample-Level Safety Degradation in LLM Fine-tuning,Xiao Wang; Yifei Zhang; YongKang Liu; Xiaocui Yang; Zihan Wang; Shi Feng; Daling Wang,2605.04572,https://openreview.net/forum?id=NKWWXlS3xt,2605.04572,2605.04572
80Job2F5eb,Optimization,Discrete And Combinatorial Optimization,Poster,True,5,10,Matroid Algorithms Under Size-Sensitive Independence Oracles,Kiarash Banihashem; MohammadTaghi Hajiaghayi; Mahdi JafariRaviz; Danny Mittal,2605.00201,https://openreview.net/forum?id=80Job2F5eb,2605.00201,
HtSjPOIMMc,Optimization,,Poster,False,6,12,Bilevel Optimization over Saddle Points of Zero-Sum Markov Games,Zihao Zheng; Irwin King; Songtao Lu,2605.26654,https://openreview.net/forum?id=HtSjPOIMMc,2605.26654,
pp1enKGv2v,General Machine Learning,Representation Learning,Poster,False,6,12,No More K-means: Single-Stage Sparse Coding for Efficient Multi-Vector Retrieval,Lixuan Guo; Yifei Wang; Tiansheng Wen; Aosong Feng; Stefanie Jegelka; Chenyu You,2605.30120,https://openreview.net/forum?id=pp1enKGv2v,2605.30120,2605.30120
VFCf4CSfzw,Applications,Chemistry Physics And Earth Sciences,Poster,False,5,10,Generative Adaptation of Dynamics to Environmental Shifts via Weight-space Diffusion,Ruikun Li; Huandong Wang; Jingtao Ding; Yuan Yuan; Qingmin Liao; Yong Li,2505.13919,https://openreview.net/forum?id=VFCf4CSfzw,2505.13919,
OjeKfGXLOn,Deep Learning,Large Language Models,Poster,False,5,10,APE-Bench: Evaluating Automated Proof Engineering for Formal Math Libraries,Huajian Xin; Zheng Yuan; Jacques D. Fleuriot; Wenda Li,2504.19110,https://openreview.net/forum?id=OjeKfGXLOn,2504.19110,2504.19110
